?conceptId
"87628006"
"50417007"
"233604007"
"196112005"
"422588002"
"7063008"
"312682007"
"733051000"
"736979001"
"240415007"
"698567002"
"312196000"
"249734003"
"198130006"
"78623009"
"721683008"
"276882005"
"7415003"
"88157006"
"128045006"
"280486004"
"409665004"
"109303003"
"60168000"
"3723001"
"128070006"
"48661000"
"40055000"
"10625031000119102"
"90176007"
"61462000"
"422587007"
"21522001"
"62315008"
"128139000"
"61170000"
"16761005"
"271681002"
"423590009"
"240677003"
"84828003"
"303011007"
"17182001"
"302215000"
"419455006"
"95383009"
"22253000"
"95379009"
"19730000"
"87317003"
"45007003"
"399993004"
"247470007"
"418290006"
"126485001"
"36715001"
"410430005"
"65124004"
"703938007"
"702617007"
"162432007"
"124911000119100"
"73442001"
"768962006"
"421961002"
"430546009"
"30800001"
"39579001"
"27942005"
"609433001"
"417237009"
"18165001"
"95556007"
"416956002"
"40095003"
"275462005"
"25064002"
"271782001"
"404640003"
"702392008"
"395112001"
"702391001"
"94348003"
"128462008"
"443487006"
"59927004"
"312133006"
"788962001"
"193462001"
"267036007"
"49727002"
"249366005"
"79890006"
"111360009"
"95361005"
"271807003"
"240676007"
"52475004"
"57676002"
"84229001"
"17099003"
"735937001"
"20502007"
"386661006"
"274640006"
"13791008"
"29857009"
"271737000"
"80394007"
"13644009"
"129591001"
"43339004"
"64156001"
"38341003"
"462163003"
"233703007"
"91302008"
"3218000"
"707271004"
"300935003"
"164999009"
"48694002"
"35489007"
"36955009"
"91019004"
"9826008"
"4556007"
"40739000"
"102616008"
"66383009"
"426965005"
"11381005"
"17790008"
"302227002"
"271813007"
"68962001"
"42399005"
"73211009"
"34095006"
"4996001"
"5291005"
"55822004"
"48813009"
"1386000"
"373945007"
"59282003"
"56905009"
"271618001"
"415125002"
"240131006"
"281647001"
"292835006"
"61026006"
"95518006"
"89362005"
"409089005"
"267038008"
"54150009"
"70995007"
"700249006"
"81010002"
"160499008"
"77981007"
"77386006"
"707413005"
"11399002"
"445237003"
"105969002"
"162031009"
"271809000"
"80313002"
"235595009"
"271835004"
"414822009"
"131148009"
"95453001"
"128540005"
"414795007"
"193982009"
"443961001"
"408647009"
"161541000119104"
"198436008"
"14302001"
"61599003"
"248332009"
"271594007"
"234097001"
"91861009"
"109995007"
"402815007"
"64531003"
"162397003"
"12584003"
"161891005"
"214264003"
"87715008"
"262285001"
"38689004"
"302226006"
"279079003"
"36349006"
"56882008"
"699061004"
"56317004"
"75789001"
"43498006"
"304213008"
"360792001"
"84114007"
"449814007"
"254838004"
"254837009"
"165517008"
"249511005"
"405737000"
"79740000"
"735173007"
"313307000"
"1264232003"
"67406007"
"19242006"
"46775006"
"67782005"
"1306604007"
"361195001"
"84004001"
"128241005"
"81060008"
"30588004"
"240358005"
"277605001"
"26889001"
"56170001"
"246656009"
"7119001"
"372087000"
"721306009"
"89627008"
"190855004"
"40226000"
"1255725002"
"254900004"
"700250006"
"4969004"
"37796009"
"160269002"
"14760008"
"490008"
